name,line
Alice," Oh, yes. You see, I’m looking for a…"
Mad Hatter," Clean cup, clean cup! Move down!"
Alice, But I haven’t used my cup!
March Hare," Clean cup, clean cup, move down, move down, clean cup, clean cup, move down!"
Mad Hatter, Would you like a little more tea?
Alice," Well, I haven’t had any yet, so I can’t very well take more…"
March Hare," Ahh, you mean you can’t very well take less!"
Mad Hatter, Yes! You can always take more than nothing!
Alice, But I only meant that…
Mad Hatter," And now, my dear, something seems to be troubling you. Uh, won’t you tell us all about it?"
March Hare, Start at the beginning.
Mad Hatter," Yes, yes! And when you come to the end, hehehe, stop! See?"
Alice," Well, it all started while I was sitting on the riverbank with Dinah."
March Hare, Very interesting. Who’s Dinah?
Alice," Why, Dinah is my cat. You see…"
Dormouse, Cat?
March Hare, Hurry! Give the jam! Quickly! Give the jam! On his nose! Put it on his nose!
Mad Hatter," On his nose, on his nose!"
Dormouse, Where’s the cat…
Mad Hatter," Oh. Oh, my goodness! Those are the things that upset me!"
March Hare, See all the trouble you’ve started?
Alice," But really, I didn’t think…"
March Hare," Ah, but that’s the point! If you don’t think, you shouldn’t talk!"
Mad Hatter," Clean cup! Clean cup! Move down, move down, move down!"
Alice, But I still haven’t used….
March Hare," Move down, move down, move down, move down… "
Mad Hatter," And now my dear, as you were saying?"
Alice," Oh, yes. I was sitting on the riverbank with uh… with you know who…"
Mad Hatter," I do, hehehe?"
Alice, I mean my C – A – T…
Mad Hatter, Tea?
March Hare, Just half a cup if you don’t mind.
Mad Hatter," Come, come my dear. hehehe! Don’t you care for tea?"
Alice," Why, yes, I’m very fond of tea, but…"
March Hare," If you don’t care for tea, you could at least make polite conversation!"
Alice," Well, I’ve been trying to ask you…"
March Hare, I have an excellent idea! Let’s change the subject!
Mad Hatter, Why is a raven like a writing desk?
Alice, Riddles? Let me see now. Why is a raven like a writing desk?
Mad Hatter, I beg your pardon?
Alice, Why is a raven like a writing desk?
Mad Hatter, Why is a what?
March Hare, Careful! She’s stark raving mad!
Alice, But- but it’s your silly riddle! You just said…
Mad Hatter, Very good??!
March Hare, How about a nice cup of tea?
Alice," A nice cup of tea, indeed! Well, I’m sorry, but I just haven’t the time!"
March Hare," The time, the time! Who’s got the time?"
White Rabbit," No, no, no, no! No time, no time, no time! Hello, goodbye! I’m late! I’m late!"
Alice, The white rabbit!
White Rabbit," Oh, I’m so late! I’m so very very late!"
Mad Hatter," Well, no wonder you’re late! Why, this clock is exactly two days slow!"
White Rabbit, Two days slow?
Mad Hatter," Of course you’re late. Hahaha! My goodness. We’ll have to look into this. A-ha! I see what’s wrong with it! Why, this watch is full of wheels!"
White Rabbit," Oh, my poor watch! Oh, my wheels! My springs! But- but- but- but, but- but- but…"
Mad Hatter," Butter! Of course, we need some butter! Butter!"
March Hare, Butter!
White Rabbit, But- but- butter?
Mad Hatter," Butter, oh, thank you, butter. Ha ha. Yes, that’s fine."
White Rabbit," Oh no no, no no no you’ll get crumbs in it!"
Mad Hatter," Oh, this is the very best butter! What are you talking about?"
March Hare, Tea?
Mad Hatter," Tea! Oh, I never thought of tea! Of course!"
White Rabbit, No!
Mad Hatter, Tea! hehehe
White Rabbit, No! Not tea!
March Hare, Sugar?
Mad Hatter," Sugar. Two spoons, yes, ha, two spoons. Thank you, yes."
White Rabbit," Oh, please! Be careful!"
March Hare, Jam?
Mad Hatter, Jam! I forgot all about jam!
White Rabbit," No, no! Not jam!"
Mad Hatter," Yes, sure you want, it’s nice to see."
March Hare, Mustard?
Mad Hatter," Mustard? Yes, but… Mustard? Don’t let’s be silly! Lemon, that’s different, that’s… yes! That should do it. Hahaha! … (The watch rings and goes mad) Look at that!"
March Hare, Its going mad!
Alice," Oh, my goodness!"
White Rabbit, Oh dear!
March Hare, It is going mad! Mad watch!
Mad Hatter," I don’t understand, it’s the best butter."
March Hare, Mad watch! Mad watch! Mad watch!
Mad Hatter," Oh, look! Oh my goodness!"
March hare," There’s only one way to stop a mad watch! (The March Hare smashes the watch with a mallet, destroying it completely.)"
Mad Hatter," Two days slow, that’s what it is."
White Rabbit," Oh, my watch…"
Mad Hatter, It was?
White Rabbit, And it was an unbirthday present too.
March Hare," Well, in that case…"
 Mad Hatter, A very merry unbirthday to you!
Alice," Mister Rabbit! Oh, mister Rabbit! Oh, now where did he go to?"
 Mad Hatter," A very merry unbirthday to us, to us. A very merry unbirthday to us, to us…"
Alice," Of all the silly nonsense, this is the stupidest tea party I’ve ever been to in all my life. Well, I’ve had enough nonsense. I’m going home. Straight home. That rabbit. Who cares where he’s going anyway. Why, if it hadn’t been for him I… ‘Tulgey Wood’… Hmm, curious. I don’t remember this. Now let me see… Oh! Uh, no no, please. No more nonsense. Now, if I came this way, I should go back this way!"
Duck, Quack!
Alice," Oh, I beg your pardon!"
Duck, Quack quack quack quack! …
Alice," Goodness. When I get home I shall write a book about this place… If I- if I ever do get home… Oh, um, excuse me! Um, could one of you tell me… uh… ha ha, never mind. Oh dear. Its getting dreadfully dark. And nothing looks familiar. I shall certainly be glad to get out of… Oh! … It would be so nice if something would make sense for a change! Oh! ‘Don’t step on the momeraths’. The momeraths? Oh! A path! Oh thank goodness! Why, I just knew I’d find one sooner or later. Oh, if I hurry back I might even be home in time for tea! Oh, won’t Dinah be happy to see me! Oh, I just can’t wait ’till I- oh! Oh dear! Now I- now I shall never get out. Well, when- when one’s lost, I- I suppose it’s good advice to stay where you are, until someone finds you. But- but who’d ever think to look for me here? Good advice. If I listened earlier I wouldn’t be here! But that’s just the trouble with me. I give myself very good advice… but I very seldom follow it. That explains the trouble that I’m always in. Be patient is very good advice, but the waiting makes me curious. And I’d love the change, should something strange begin. Well, I went along my merry way, and I never stopped to reason. I should have known there’d be a price to pay, some day. Some day. I give myself very good advice, but I very seldom follow it. Will I ever learn to do the things I should?"
Chorus," Will I ever learn, learn to do the things I should?"
Cheshire Cat, Hmhmhmhm… and the momeraths outgrabe.
Alice," Oh, Cheshire Cat, it’s you!"
Cheshire Cat," Whom did you expect? The white rabbit, perchance?"
Alice," Oh, no no no no. I- I- I’m through with rabbits. I want to go home! But I can’t find my way."
Cheshire Cat," Naturally. That’s because you have no way. All ways here you see, are the queen’s ways."
Alice, But I’ve never met any queen.
Cheshire Cat," You haven’t? You haven’t? Oh, but you must! She’ll be mad about you, simply mad! Hahaha! And the momeraths outgrabe…"
Alice," Please, please! Uh… how can I find her?"
Cheshire Cat," Well, some go this way, some go that way. But as for me, myself, personally, I prefer the shortcut."
Alice, Oh!
Card painters," Da dee dee da da da, Doodle de do, dee do dee do, bum bum bum bum, painting the roses red, we’re painting the roses red, we dare not stop or waste a drop, so let the paint be spread. We’re painting the roses red, we’re painting the roses red! Painting the roses red, and many a tear we shed, because we know they’ll cease to grow, in fact they’ll soon be dead. Noooo! And yet we go ahead, painting the roses red, red, red, red, red, red, red, red. Painting the roses red, we’re painting the roses red…"
Alice," Oh, pardon me, but mister Three, why must you paint them red?"
Card painters," Huh? Oh! Well, the fact is, miss: we planted the white roses by mistake. And, the queen, she likes them red. If she saw what we said, she’d raise a fuss and each of us would quickly lose his head."
Alice, Goodness!
Card painters," Since this is the thought we dread, we’re painting the roses red!"
Alice, Oh dear! Then let me help you! Painting the roses red…
 Card painters," We’re painting the roses red. Don’t tell the queen what you have seen, or say that’s what we said, what, we’re painting the roses red…"
Alice," Yes, painting the roses red…"
Card painters," Not pink, not green…"
Alice, Not aquamarine…
 Card painters, We’re painting the roses red!
Card painters, The Queen! The Queen!
Alice, The Queen!
Card painters, The Queen! …
Queen," Cards, halt! Count off!"
Cards," One, two, three, four, five, six, seven, eight, nine, ten, Jack."
Alice, The rabbit!
White Rabbit," He…he… her imperial highness, he… her grace, her excellency, her royal majesty, the Queen of Hearts! And the King…"
Queen," Hum… Who’s been painting my roses red? Who’s been painting my roses red? Who dares to taint, with vulgar paint, the royal flower bed? For painting my roses red, someone will lose his head!"
Three," Oh, no! Your majesty! Please, it’s all his fault!"
Two," Not me, your grace! The Ace, the Ace!"
Queen, You?
Ace," No, Two!"
Queen, The Deuce you say?
Two," Not me, the Three!"
Queen, That’s enough! Off with their heads!
Cards," They’re going to lose their heads, for painting the roses red, it serves them right, they planted white, the roses should be red. Oh, they’re going to lose their head…"
Queen, Silence!
Alice," Oh, please, please! They were only trying to…"
Queen, And who is this?
King," Uh… well, well, well, now, eh… let me see, my dear. It certainly isn’t a heart… do you suppose it’s a club?"
Queen," Why, it’s a little girl."
Alice," Yes, and- and I was hoping…"
Queen," Look up, speak nicely, and don’t twiddle your fingers! Turn out your toes. Curtsey. Open your mouth a little wider, and always say ‘yes, your majesty’!"
Alice," Yes, your majesty!"
Queen," Hmhmhmhm. Now, um, where do you come from, and where are you going?"
Alice," Well, um, I’m trying to find my way home…"
Queen, Your way? All ways here are my ways!
Alice," Well, yes, I know, but I was just thinking…"
Queen," Curtsey while you’re thinking, it saves time."
Alice," Yes, your majesty, but I was only going to ask…"
Queen, I’ll ask the questions! Do you play croquet?
Alice," Why, yes, your majesty."
Queen, Then let the game begin!
King," In your places, in your places, By order of the king! Hurry, hurry, hurry!"
Queen," Shuffle deck! Cards cut! Deal cards! Cards, halt! … Silence! (sighs) … Off with his head!"
King," Off with his head, off with his head! By order of the king. You heard what she said!"
Queen, You’re next!
Alice," Oh, but…"
Queen, Hahaha… my dear.
Alice," Ahhh… Yes, your majesty."
Queen, Hmhmhmhmhm….
Cards, (laughs)
Alice, Oh… (laughs)! Stop!
Queen, (mutters) Of all the impossible...
Alice, Do you want us both to lose our heads?
Flamingo, Uh! Hum!
Alice," Well, I don’t!"
Cards, (laughs) Hurray! … (laughs)
Cheshire Cat," La la la da da dum… la la la hmm… I say, how are you getting on?"
Alice, Not at all.
Cheshire Cat, Beg your pardon?
Alice, I said ‘not at all’!
Queen, Whom are you talking to?
Alice," Oh, uh… a cat, your majesty!"
Queen, Cat? Where?
Alice, There! Oh… Oh there he is again!
Queen," I warn you child, if I lose my temper, you lose your head, understand?"
Cheshire Cat," You know, we could make her really angry. Shall we try?"
Alice, Oh no no!
Cheshire Cat," Oh, but it’s lots of fun!"
Alice," No, no, no! Stop! Oh no!"
White Rabbit, Oh my fur and whiskers!
King, Oh dear! Save the queen!
Queen, Someone’s head will roll for this! Yours! Off with her…
King," But- but consider, my dear. Couldn’t she have a trial… uh… first?"
Queen, Trial?
King," Well, just a… uh… little trial? Hmm?"
Queen, Hmm. Very well then. Let the trial begin!
White Rabbit, Huh… your majesty… members of the jury… loyal subjects…
King, A-hem…
White Rabbit," …and the king. The prisoner at the bar is charged with enticing her majesty, the Queen of Hearts, into a game of croquet, and thereby willfully…"
Alice, But…
White Rabbit," …and with malice aforethought, teasing, tormenting, and otherwise annoying our beloved…"
Queen, Don’t mind all that! Get to the part where I lose my temper.
White Rabbit, Bwbwbwl… thereby causing the queen to lose her temper.
Queen," Now, Ha ha… are you ready for your sentence?"
Alice," Sentence? Ah, but there must be a verdict first!"
Queen, Sentence first! Verdict afterwards.
Alice, But that just isn’t the way!
Queen, All ways are…
Alice," Your ways, your majesty."
Queen," Yes, my child. Off with her…"
King," Consider, my dear. Uh… we called no witnesses… Uh… couldn’t we hear… maybe one or two? Ha? Maybe?"
Queen," Oh, very well. But get on with it!"
King," First witness! First witness! Ah, we’ll call the first witness."
White Rabbit, The March Hare.
King," Oh, oh, what do you know about this uh… unfortunate affair?"
March Hare, Nothing.
Queen, Nothing whatever?
March Hare, Nothing whatever!
Queen," That’s very important! Jury, write that down!"
Alice," Unimportant, uh… your majesty means of course…"
Queen, Silence! Next witness.
White Rabbit, The Dormouse!
Queen, Well…
Cards, Shhh!
Queen, What have you to say about this?
Dormouse," Twinkle, twinkle, little bat. How I wonder…"
Queen, That’s the most important piece of evidence we’ve heard yet. Write that down!
Jury," Twinkle, twinkle, twinkle, twinkle, twinkle, twinkle…"
Alice," Twinkle, twinkle. What next?"
White Rabbit, The Mad Hatter!
Mad Hatter, Oh… he he he he!
Queen, Off with your hat!
Mad Hatter," Oh, my! He he he!"
King, And eh… where were you when this horrible crime was committed?
Mad Hatter," I was home, drinking tea. Today you know is my unbirthday."
King," Why, my dear! Today is your unbirthday too!"
Queen, It is?
 Mad Hatter, It is?
Cards, It is?
 March Hare and Cards, A very merry unbirthday!
Queen, To me?
Alice, Oh no!
 March Hare and Cards, To you! A very merry unbirthday!
Queen, For me?
 March Hare and Cards, For you!
Mad Hatter," Now blow the candle out, my dear and make your wish come true! He he he."
 March Hare and Cards," A very merry unbirthday, to you!"
Alice, Oh! Your majesty!
Queen," Oh, yes, my dear?"
Alice, Look! There he is now!
Queen, He? Where? Who?
Alice, The Cheshire Cat!
Queen, Cat?
Dormouse, Cat! Cat? Cat cat cat cat!
March Hare," Hang on, hang on!"
Mad Hatter, This is terrible!
Dormouse, Cat cat cat cat!
Mad Hatter, Help! Help!
King, Catch him! Stand in!
March Hare, Catch him! Catch him! Go for it!
Mad Hatter," Help him! Catch him! Give me the jam, the jam!"
King, The jam! The jam! By order of the king!
Mad Hatter, The jam!
Queen, Let me have it! 
Queen of Hearts, Somebody’s head is going to roll for this! A-ha!
Alice, The mushroom!
Queen, Off with her h…! (gulps)
Alice," Oh, pooh. I’m not afraid of you! Why, you’re nothing but a pack of cards!"
Cards, Huh?
King, Rule forty-two: all persons more than a mile high must leave the court immediately.
Alice, I’m not a mile high. And I’m not leaving.
Queen," Hehehe… sorry! Rule forty-two, you know."
Alice," And as for you, your majesty! Your majesty indeed! Why, you’re not a queen, but just a fat, pompous, bad tempered old ty- tyrant…"
Queen," Hmhmhmhm… and uh… what were you saying, my dear?"
Cheshire Cat," Well, she simply said that you’re a fat, pompous, bad tempered old tyrant! (laughs)"
Queen, Off with her head!
King, You heard what her majesty said! Off with her head! …
All," Forward, backward, inward, outward, here we go again! No one ever loses and no one can ever win. Backward, forward, outward, inward, bottom to the top, there’s…"
Queen, Off with her head! Off with her head!
March Hare," Just a moment! You can’t leave a tea party without having a cup of tea, you know!"
Alice, But- but I can’t stop now!
March Hare," Ah, but we insist! You must join us in a cup of tea!"
Queen, Off with her head!
Alice, Mister Caterpillar! What will I do?
Caterpillar, Who are you?
Alice, Cough-cough! Cough-cough!
Queen, There she goes! Don’t let her get away! Off with her head!
Doorknob," Awww! Still locked, you know."
Alice, But the Queen! I simply must get out!
Doorknob," Oh, but you are outside."
Alice, What?
Doorknob, See for yourself!
Alice," Why, why that’s me! I’m asleep!"
Queen, Don’t let her get away! Off with her head!
Alice," Alice, wake up! Please wake up, Alice! Alice! Please wake up, Alice! Alice! Alice! Alice!"
Sister, Alice! Alice! Will you kindly pay attention and recite your lesson?
Alice," Huh? Oh. Oh! Uh… how doth the little crocodile, improve his shining tail. And pour the waters of the…"
Sister," Alice, what are you talking about?"
Alice," Oh, I’m sorry, but you see, the Caterpillar said…"
Sister," Caterpillar? Oh, for goodness sake. Alice, I… Oh, well. Come along, it’s time for tea."
Chorus," Alice in Wonderland, over the hill or here or there, I wonder where."
Angel Choir, It's so heavenly here
Charlie, <i>They're all so saintly</i>
Charlie, Too heavenly <i>here</i>
 Doorman, Pedigree?
 Charlie, ..
Carface,"</b> You're going to love this place, boss. It's got everything you wanted. Beachfront location, fenced yard, tight security. The joint's been home to some great pedigrees. The bird dog of alcatraz. Oh ho."
Carface,</b> Then I did good?
 vid, WHICH WAY To cannery square?
 Charlie," Uh, just follow your nose."
 Charlie, The horn.
 Itchy, ..
Red,</b> Bah! hH!
 Itchy, Hey!
 , No one cries there
 Itchy, Charlie!
 David, Itchy!
Marie," </b><i>(screaming, in horror) </i>Oh, no! Charlie!"
Carface, </b>Got him!
Charlie,</b> Aah!
Alvin," That's it! I can't take this anymore!  I can't, I give up! I'm sick of struggling for survival! Competing with gophers and earthworms and that loser sparrow who always takes my nuts, and I'm especially sick of this stupid, stupid tree! "
d say," <i>Dave, you go right back</i> out of this office… …and you keep writing music. You'll get there someday. But I am your friend, so I'm going to tell you… …that there is no sense in writing songs… …that no one is ever, <i>ever</i> going to sing."
s this new thing," it's called ""knocking""."
Alvin, Oh Yeah!
Alvin, * I still want a hula hoop! *
t love me too And then the witch doctor He told me what to do He said," Ooh to the eeh the ooh the ah ah To the ting to the tang The wallawalla bingbang Ooh to the eeh the ooh the ah ah Ting tang wallawalla bingbang Ooh to the eeh the ooh the ah ah To the ting to the tang The wallawalla bingbang Ooh to the eeh the ooh the ah ah Ting tang wallawalla bingbang Yo, DJ, pump this party! Everybody, can they do it? -Can they do it? -Go! Go! Go! Come on, people, let's get to it Go! Go! Go! Come on, shake, come on, roll Everybody hit the floor Come on, shake, come on, roll With the Chipmunks, here we go Alvin! Simon! Theodore! I told the witch doctor You didn't love me true I told the witch doctor You didn't love me nice And then the witch doctor He gave me this advice He said to me: To the ting to the tang The wallawalla bingbang Ooh to the eeh the ooh the ah ah Ting tang wallawalla bingbang You've been keeping love from me -And that's not very smart -Not very smart I went out and found myself someone Who'd tell me how to win your heart My friend the witch doctor He told me what to say My friend the witch doctor He told me what to do I know that you'll be mine When I say this to you -Oh, baby, baby! -Ooh to the eeh the ooh the ah ah To the ting to the tang The wallawalla bingbang Ooh to the eeh the ooh the ah ah Ting tang wallawalla bingbang Ooh to the eeh the ooh the ah ah To the ting to the tang The wallawalla bingbang Ooh to the eeh the ooh the ah ah Ting tang wallawalla bingbang Yeah. All right, party people. You know how we do it. Get on that dance floor, let me see what you got. -Thank you. -Thank you. -You mind if I grab a few pics? -Claire. -Not at all. Fire away. -Great. I've got a new assignment. I'm covering your rise to fame. -Oh, this is Alvin, Simon and Theodore. -Hi. -Hello. -Hi, Claire. You're hot. Forgot you guys haven't officially met. So, Dave... ...I'm sorry about that night. I really thought that you-- That I was insane? I totally understand it. Talking chipmunks. It's a lot to take in over dinner. But look at you now. You've got the career, promising future, kids. You're like a family. Don't say <i>family</i> in front of Dave. It gives him gas. -Like, clear-the-room gas. -Does not. He doesn't want a family. Why don't you guys go and play or raid the dessert table? Don't take it personally, you guys. Some people don't know a good thing when they've got it. Right, Dave? Claire. No offense, big guy, but you are not good at this. Hey, what do you think of this? -What is it? -It's Alvin. That looks nothing like Alvin. Well, yeah. It's a prototype. We'll sell a million of these things. It's voice-activated. Here, say something to it. Hello, ugly little Alvin doll that looks nothing like Alvin. -See? You love it. It's Spanish. -You know what? That's just weird. Come on, Dave, Dave, Dave. We've got to expand the Munks' fan base. I mean, forget about the music. The music is but a means to the big money, okay? I'm talking about our own fur clothing line, cologne. -I mean-- -They're just kids. No, they're rats. And they could make us both so much money... -...if you just let me work with them. -I can't hear you, the music's too loud. Don't go against me on this, Dave. I never lose. Has anyone tried the chocolate meatballs? I'll probably go into insulin shock. But it's worth it. Oh, a sweet, sweet, sweet molasses meat. Hey, alvster. Love the song, bro. -Up top. -What's up, player? So I see you're enjoying my little spread that I've put out for you guys. What am I talking about? You probably eat like this all the time. Well, Dave says he doesn't wanna spoil us. Dude, you're a rock star. You're supposed to be spoiled. I mean, you should be riding in limousines and private planes. And you should be going to parties like this every night. really? Because Dave says we need our sleep. Look, Alvin, this is hard to say but, I mean, I gotta be upfront about it. Dave's holding you back, you know. I could be making you 20 large a day. -Is that a lot? -Yes. Another thing-- I'm not gonna tell you. I will tell you. Look, behind your back, Dave Calls you... ...<i>the rats.</i> -Rats? -Yeah. Whatever, right? I know. Well, don't let it bother you. I mean, me? I consider you boys family. And if there's anything you need, anything at all... ...give your uncle Ian a call, all right? -Oh, right. -Ciao."
 I do have one rule, that there are no rules!
